load	clock 	otype	  ss	qLength	 npa	 npd	dropped	wt  	st  	lost%	avgDelay	avgQLength
10	0.03	Srv	 BUSY	   0	   1	   0	   0	0.00	0.00	  0.00	  0.00	  0.00
10	0.15	Q	 BUSY	   1	   2	   0	   0	0.00	0.00	  0.00	  0.00	  0.78
10	0.17	OUT	 BUSY	   0	   2	   1	   0	0.00	0.14	  0.00	  0.00	  0.66
10	0.30	OUT	 IDEL	   0	   2	   2	   0	0.03	0.12	  0.00	  0.01	  0.39
10	0.32	Srv	 BUSY	   0	   3	   2	   0	0.00	0.00	  0.00	  0.01	  0.36
10	0.49	Q	 BUSY	   1	   4	   2	   0	0.00	0.00	  0.00	  0.01	  0.59
10	0.50	OUT	 BUSY	   0	   4	   3	   0	0.00	0.18	  0.00	  0.01	  0.59
10	0.51	Q	 BUSY	   1	   5	   3	   0	0.00	0.00	  0.00	  0.01	  0.59
10	0.62	OUT	 BUSY	   0	   5	   4	   0	0.01	0.12	  0.00	  0.01	  0.49
10	0.63	OUT	 IDEL	   0	   5	   5	   0	0.11	0.01	  0.00	  0.03	  0.48
10	1.16	Srv	 BUSY	   0	   6	   5	   0	0.00	0.00	  0.00	  0.03	  0.26
10	1.18	Q	 BUSY	   1	   7	   5	   0	0.00	0.00	  0.00	  0.03	  0.27
10	1.39	OUT	 BUSY	   0	   7	   6	   0	0.00	0.23	  0.00	  0.02	  0.23
10	1.43	OUT	 IDEL	   0	   7	   7	   0	0.21	0.04	  0.00	  0.05	  0.22
10	1.57	Srv	 BUSY	   0	   8	   7	   0	0.00	0.00	  0.00	  0.05	  0.20
10	1.60	OUT	 IDEL	   0	   8	   8	   0	0.00	0.03	  0.00	  0.04	  0.20
10	1.67	Srv	 BUSY	   0	   9	   8	   0	0.00	0.00	  0.00	  0.04	  0.19
10	1.72	OUT	 IDEL	   0	   9	   9	   0	0.00	0.05	  0.00	  0.04	  0.19
10	1.76	Srv	 BUSY	   0	  10	   9	   0	0.00	0.00	  0.00	  0.04	  0.18
10	1.79	Q	 BUSY	   1	  11	   9	   0	0.00	0.00	  0.00	  0.04	  0.20
10	1.80	Q	 BUSY	   2	  12	   9	   0	0.00	0.00	  0.00	  0.04	  0.20
10	1.80	OUT	 BUSY	   1	  12	  10	   0	0.00	0.04	  0.00	  0.04	  0.20
10	1.80	Q	 BUSY	   2	  13	  10	   0	0.00	0.00	  0.00	  0.04	  0.20
10	1.83	Q	 BUSY	   3	  14	  10	   0	0.00	0.00	  0.00	  0.04	  0.25
10	1.88	OUT	 BUSY	   2	  14	  11	   0	0.01	0.08	  0.00	  0.03	  0.30
10	1.90	Q	 BUSY	   3	  15	  11	   0	0.00	0.00	  0.00	  0.03	  0.31
10	1.90	OUT	 BUSY	   2	  15	  12	   0	0.09	0.01	  0.00	  0.04	  0.31
10	1.95	Q	 BUSY	   3	  16	  12	   0	0.00	0.00	  0.00	  0.04	  0.38
10	1.96	OUT	 BUSY	   2	  16	  13	   0	0.09	0.06	  0.00	  0.04	  0.39
10	1.97	Q	 BUSY	   3	  17	  13	   0	0.00	0.00	  0.00	  0.04	  0.40
10	1.98	OUT	 BUSY	   2	  17	  14	   0	0.13	0.02	  0.00	  0.05	  0.42
10	2.02	Q	 BUSY	   3	  18	  14	   0	0.00	0.00	  0.00	  0.05	  0.47
10	2.08	Q	 BUSY	   4	  19	  14	   0	0.00	0.00	  0.00	  0.05	  0.57
10	2.15	OUT	 BUSY	   3	  19	  15	   0	0.09	0.17	  0.00	  0.05	  0.64
10	2.32	Q	 BUSY	   4	  20	  15	   0	0.00	0.00	  0.00	  0.05	  0.88
10	2.42	OUT	 BUSY	   3	  20	  16	   0	0.20	0.27	  0.00	  0.06	  0.98
10	2.43	OUT	 BUSY	   2	  20	  17	   0	0.46	0.01	  0.00	  0.08	  0.98
10	2.44	Q	 BUSY	   3	  21	  17	   0	0.00	0.00	  0.00	  0.08	  0.99
10	2.57	OUT	 BUSY	   2	  21	  18	   0	0.41	0.14	  0.00	  0.10	  1.04
10	2.61	Q	 BUSY	   3	  22	  18	   0	0.00	0.00	  0.00	  0.10	  1.07
10	2.64	OUT	 BUSY	   2	  22	  19	   0	0.49	0.07	  0.00	  0.12	  1.08
10	2.65	Q	 BUSY	   3	  23	  19	   0	0.00	0.00	  0.00	  0.12	  1.09
10	2.66	Q	 BUSY	   4	  24	  19	   0	0.00	0.00	  0.00	  0.12	  1.10
10	2.66	Q	 BUSY	   5	  25	  19	   0	0.00	0.00	  0.00	  0.12	  1.10
10	2.68	OUT	 BUSY	   4	  25	  20	   0	0.32	0.04	  0.00	  0.13	  1.12
10	2.69	OUT	 BUSY	   3	  25	  21	   0	0.23	0.02	  0.00	  0.14	  1.13
10	2.80	OUT	 BUSY	   2	  25	  22	   0	0.09	0.11	  0.00	  0.13	  1.16
10	2.86	OUT	 BUSY	   1	  25	  23	   0	0.15	0.05	  0.00	  0.14	  1.16
10	2.86	OUT	 BUSY	   0	  25	  24	   0	0.20	0.01	  0.00	  0.14	  1.16
10	2.89	OUT	 IDEL	   0	  25	  25	   0	0.20	0.02	  0.00	  0.14	  1.15
10	2.89	Srv	 BUSY	   0	  26	  25	   0	0.00	0.00	  0.00	  0.14	  1.15
10	2.97	OUT	 IDEL	   0	  26	  26	   0	0.00	0.08	  0.00	  0.14	  1.11
10	2.99	Srv	 BUSY	   0	  27	  26	   0	0.00	0.00	  0.00	  0.14	  1.11
10	3.09	OUT	 IDEL	   0	  27	  27	   0	0.00	0.10	  0.00	  0.13	  1.07
10	3.16	Srv	 BUSY	   0	  28	  27	   0	0.00	0.00	  0.00	  0.13	  1.05
10	3.22	OUT	 IDEL	   0	  28	  28	   0	0.00	0.06	  0.00	  0.13	  1.03
10	3.26	Srv	 BUSY	   0	  29	  28	   0	0.00	0.00	  0.00	  0.13	  1.02
10	3.38	OUT	 IDEL	   0	  29	  29	   0	0.00	0.12	  0.00	  0.12	  0.98
10	3.55	Srv	 BUSY	   0	  30	  29	   0	0.00	0.00	  0.00	  0.12	  0.93
10	3.56	OUT	 IDEL	   0	  30	  30	   0	0.00	0.01	  0.00	  0.12	  0.93
10	3.86	Srv	 BUSY	   0	  31	  30	   0	0.00	0.00	  0.00	  0.12	  0.86
10	3.87	Q	 BUSY	   1	  32	  30	   0	0.00	0.00	  0.00	  0.12	  0.86
10	3.87	OUT	 BUSY	   0	  32	  31	   0	0.00	0.01	  0.00	  0.11	  0.86
10	3.95	Q	 BUSY	   1	  33	  31	   0	0.00	0.00	  0.00	  0.11	  0.86
10	4.10	OUT	 BUSY	   0	  33	  32	   0	0.00	0.23	  0.00	  0.11	  0.83
10	4.10	OUT	 IDEL	   0	  33	  33	   0	0.15	0.00	  0.00	  0.11	  0.83
10	4.15	Srv	 BUSY	   0	  34	  33	   0	0.00	0.00	  0.00	  0.11	  0.82
10	4.16	OUT	 IDEL	   0	  34	  34	   0	0.00	0.01	  0.00	  0.11	  0.82
10	4.26	Srv	 BUSY	   0	  35	  34	   0	0.00	0.00	  0.00	  0.11	  0.80
10	4.26	Q	 BUSY	   1	  36	  34	   0	0.00	0.00	  0.00	  0.11	  0.80
10	4.28	OUT	 BUSY	   0	  36	  35	   0	0.00	0.03	  0.00	  0.10	  0.80
10	4.35	OUT	 IDEL	   0	  36	  36	   0	0.02	0.07	  0.00	  0.10	  0.78
10	4.49	Srv	 BUSY	   0	  37	  36	   0	0.00	0.00	  0.00	  0.10	  0.76
10	4.49	OUT	 IDEL	   0	  37	  37	   0	0.00	0.00	  0.00	  0.10	  0.76
10	4.49	Srv	 BUSY	   0	  38	  37	   0	0.00	0.00	  0.00	  0.10	  0.76
10	4.54	OUT	 IDEL	   0	  38	  38	   0	0.00	0.05	  0.00	  0.10	  0.75
10	4.71	Srv	 BUSY	   0	  39	  38	   0	0.00	0.00	  0.00	  0.10	  0.72
10	4.71	Q	 BUSY	   1	  40	  38	   0	0.00	0.00	  0.00	  0.10	  0.72
10	4.75	OUT	 BUSY	   0	  40	  39	   0	0.00	0.04	  0.00	  0.09	  0.72
10	4.82	OUT	 IDEL	   0	  40	  40	   0	0.04	0.07	  0.00	  0.09	  0.71
10	5.08	Srv	 BUSY	   0	  41	  40	   0	0.00	0.00	  0.00	  0.09	  0.67
10	5.11	OUT	 IDEL	   0	  41	  41	   0	0.00	0.03	  0.00	  0.09	  0.67
10	5.28	Srv	 BUSY	   0	  42	  41	   0	0.00	0.00	  0.00	  0.09	  0.65
10	5.30	OUT	 IDEL	   0	  42	  42	   0	0.00	0.02	  0.00	  0.09	  0.64
10	5.38	Srv	 BUSY	   0	  43	  42	   0	0.00	0.00	  0.00	  0.09	  0.63
10	5.39	OUT	 IDEL	   0	  43	  43	   0	0.00	0.01	  0.00	  0.09	  0.63
10	5.45	Srv	 BUSY	   0	  44	  43	   0	0.00	0.00	  0.00	  0.09	  0.63
10	5.48	OUT	 IDEL	   0	  44	  44	   0	0.00	0.03	  0.00	  0.08	  0.62
10	5.48	Srv	 BUSY	   0	  45	  44	   0	0.00	0.00	  0.00	  0.08	  0.62
10	5.52	Q	 BUSY	   1	  46	  44	   0	0.00	0.00	  0.00	  0.08	  0.63
10	5.52	Q	 BUSY	   2	  47	  44	   0	0.00	0.00	  0.00	  0.08	  0.63
10	5.56	OUT	 BUSY	   1	  47	  45	   0	0.00	0.08	  0.00	  0.08	  0.63
10	5.61	Q	 BUSY	   2	  48	  45	   0	0.00	0.00	  0.00	  0.08	  0.64
10	5.63	Q	 BUSY	   3	  49	  45	   0	0.00	0.00	  0.00	  0.08	  0.65
10	5.67	OUT	 BUSY	   2	  49	  46	   0	0.04	0.11	  0.00	  0.08	  0.66
10	5.72	OUT	 BUSY	   1	  49	  47	   0	0.15	0.05	  0.00	  0.08	  0.66
10	5.73	Q	 BUSY	   2	  50	  47	   0	0.00	0.00	  0.00	  0.08	  0.66
10	5.80	Q	 BUSY	   3	  51	  47	   0	0.00	0.00	  0.00	  0.08	  0.69
10	5.89	Q	 BUSY	   4	  52	  47	   0	0.00	0.00	  0.00	  0.08	  0.74
10	5.95	OUT	 BUSY	   3	  52	  48	   0	0.11	0.23	  0.00	  0.08	  0.77
10	5.95	Q	 BUSY	   4	  53	  48	   0	0.00	0.00	  0.00	  0.08	  0.77
10	6.00	Q	 BUSY	   5	  54	  48	   0	0.00	0.00	  0.00	  0.08	  0.80
10	6.01	OUT	 BUSY	   4	  54	  49	   0	0.33	0.06	  0.00	  0.09	  0.81
10	6.04	OUT	 BUSY	   3	  54	  50	   0	0.28	0.02	  0.00	  0.09	  0.82
10	6.05	OUT	 BUSY	   2	  54	  51	   0	0.24	0.01	  0.00	  0.10	  0.82
10	6.09	OUT	 BUSY	   1	  54	  52	   0	0.15	0.04	  0.00	  0.10	  0.82
10	6.13	Q	 BUSY	   2	  55	  52	   0	0.00	0.00	  0.00	  0.10	  0.83
10	6.13	OUT	 BUSY	   1	  55	  53	   0	0.14	0.04	  0.00	  0.10	  0.83
10	6.16	Q	 BUSY	   2	  56	  53	   0	0.00	0.00	  0.00	  0.10	  0.83
10	6.17	OUT	 BUSY	   1	  56	  54	   0	0.12	0.04	  0.00	  0.10	  0.83
10	6.19	OUT	 BUSY	   0	  56	  55	   0	0.04	0.03	  0.00	  0.10	  0.83
10	6.35	OUT	 IDEL	   0	  56	  56	   0	0.03	0.16	  0.00	  0.10	  0.81
10	6.45	Srv	 BUSY	   0	  57	  56	   0	0.00	0.00	  0.00	  0.10	  0.80
10	6.51	OUT	 IDEL	   0	  57	  57	   0	0.00	0.07	  0.00	  0.09	  0.79
10	6.59	Srv	 BUSY	   0	  58	  57	   0	0.00	0.00	  0.00	  0.09	  0.78
10	6.60	Q	 BUSY	   1	  59	  57	   0	0.00	0.00	  0.00	  0.09	  0.78
10	6.68	Q	 BUSY	   2	  60	  57	   0	0.00	0.00	  0.00	  0.09	  0.80
10	6.70	OUT	 BUSY	   1	  60	  58	   0	0.00	0.10	  0.00	  0.09	  0.80
10	6.71	OUT	 BUSY	   0	  60	  59	   0	0.10	0.01	  0.00	  0.09	  0.79
10	6.71	Q	 BUSY	   1	  61	  59	   0	0.00	0.00	  0.00	  0.09	  0.79
10	6.71	Q	 BUSY	   2	  62	  59	   0	0.00	0.00	  0.00	  0.09	  0.79
10	6.74	OUT	 BUSY	   1	  62	  60	   0	0.03	0.03	  0.00	  0.09	  0.80
10	6.77	Q	 BUSY	   2	  63	  60	   0	0.00	0.00	  0.00	  0.09	  0.80
10	6.78	OUT	 BUSY	   1	  63	  61	   0	0.03	0.04	  0.00	  0.09	  0.80
10	6.78	OUT	 BUSY	   0	  63	  62	   0	0.06	0.01	  0.00	  0.09	  0.80
10	6.79	OUT	 IDEL	   0	  63	  63	   0	0.02	0.00	  0.00	  0.09	  0.80
10	6.81	Srv	 BUSY	   0	  64	  63	   0	0.00	0.00	  0.00	  0.09	  0.80
10	6.82	OUT	 IDEL	   0	  64	  64	   0	0.00	0.01	  0.00	  0.09	  0.80
10	6.85	Srv	 BUSY	   0	  65	  64	   0	0.00	0.00	  0.00	  0.09	  0.79
10	6.89	Q	 BUSY	   1	  66	  64	   0	0.00	0.00	  0.00	  0.09	  0.79
10	6.91	OUT	 BUSY	   0	  66	  65	   0	0.00	0.05	  0.00	  0.09	  0.79
10	7.05	Q	 BUSY	   1	  67	  65	   0	0.00	0.00	  0.00	  0.09	  0.80
10	7.13	Q	 BUSY	   2	  68	  65	   0	0.00	0.00	  0.00	  0.09	  0.81
10	7.20	Q	 BUSY	   3	  69	  65	   0	0.00	0.00	  0.00	  0.09	  0.83
10	7.25	Q	 BUSY	   4	  70	  65	   0	0.00	0.00	  0.00	  0.09	  0.85
10	7.27	Q	 BUSY	   5	  71	  65	   0	0.00	0.00	  0.00	  0.09	  0.87
10	7.37	OUT	 BUSY	   4	  71	  66	   0	0.02	0.46	  0.00	  0.09	  0.91
10	7.37	OUT	 BUSY	   3	  71	  67	   0	0.32	0.00	  0.00	  0.09	  0.91
10	7.40	OUT	 BUSY	   2	  71	  68	   0	0.24	0.03	  0.00	  0.09	  0.91
10	7.48	OUT	 BUSY	   1	  71	  69	   0	0.21	0.08	  0.00	  0.09	  0.91
10	7.57	OUT	 BUSY	   0	  71	  70	   0	0.23	0.09	  0.00	  0.09	  0.90
10	7.63	Q	 BUSY	   1	  72	  70	   0	0.00	0.00	  0.00	  0.09	  0.90
10	7.68	Q	 BUSY	   2	  73	  70	   0	0.00	0.00	  0.00	  0.09	  0.91
10	7.71	Q	 BUSY	   3	  74	  70	   0	0.00	0.00	  0.00	  0.09	  0.92
10	7.75	OUT	 BUSY	   2	  74	  71	   0	0.30	0.18	  0.00	  0.10	  0.93
10	7.77	OUT	 BUSY	   1	  74	  72	   0	0.12	0.02	  0.00	  0.10	  0.93
10	7.81	OUT	 BUSY	   0	  74	  73	   0	0.10	0.03	  0.00	  0.10	  0.92
10	7.82	OUT	 IDEL	   0	  74	  74	   0	0.10	0.01	  0.00	  0.10	  0.92
10	7.90	Srv	 BUSY	   0	  75	  74	   0	0.00	0.00	  0.00	  0.10	  0.91
10	7.96	OUT	 IDEL	   0	  75	  75	   0	0.00	0.06	  0.00	  0.10	  0.90
10	8.20	Srv	 BUSY	   0	  76	  75	   0	0.00	0.00	  0.00	  0.10	  0.88
10	8.26	OUT	 IDEL	   0	  76	  76	   0	0.00	0.06	  0.00	  0.10	  0.87
10	8.41	Srv	 BUSY	   0	  77	  76	   0	0.00	0.00	  0.00	  0.10	  0.86
10	8.42	Q	 BUSY	   1	  78	  76	   0	0.00	0.00	  0.00	  0.10	  0.86
10	8.48	OUT	 BUSY	   0	  78	  77	   0	0.00	0.07	  0.00	  0.09	  0.85
10	8.58	OUT	 IDEL	   0	  78	  78	   0	0.06	0.11	  0.00	  0.09	  0.84
10	8.61	Srv	 BUSY	   0	  79	  78	   0	0.00	0.00	  0.00	  0.09	  0.84
10	8.65	OUT	 IDEL	   0	  79	  79	   0	0.00	0.04	  0.00	  0.09	  0.83
10	8.69	Srv	 BUSY	   0	  80	  79	   0	0.00	0.00	  0.00	  0.09	  0.83
10	8.75	Q	 BUSY	   1	  81	  79	   0	0.00	0.00	  0.00	  0.09	  0.83
10	8.76	OUT	 BUSY	   0	  81	  80	   0	0.00	0.07	  0.00	  0.09	  0.83
10	8.80	OUT	 IDEL	   0	  81	  81	   0	0.01	0.04	  0.00	  0.09	  0.83
10	8.92	Srv	 BUSY	   0	  82	  81	   0	0.00	0.00	  0.00	  0.09	  0.81
10	9.07	OUT	 IDEL	   0	  82	  82	   0	0.00	0.15	  0.00	  0.09	  0.80
10	9.31	Srv	 BUSY	   0	  83	  82	   0	0.00	0.00	  0.00	  0.09	  0.78
10	9.54	Q	 BUSY	   1	  84	  82	   0	0.00	0.00	  0.00	  0.09	  0.79
10	9.68	OUT	 BUSY	   0	  84	  83	   0	0.00	0.38	  0.00	  0.09	  0.77
10	9.88	Q	 BUSY	   1	  85	  83	   0	0.00	0.00	  0.00	  0.09	  0.78
10	9.90	OUT	 BUSY	   0	  85	  84	   0	0.14	0.21	  0.00	  0.09	  0.78
10	9.92	Q	 BUSY	   1	  86	  84	   0	0.00	0.00	  0.00	  0.09	  0.78
10	9.94	OUT	 BUSY	   0	  86	  85	   0	0.02	0.04	  0.00	  0.09	  0.78
10	10.03	OUT	 IDEL	   0	  86	  86	   0	0.01	0.09	  0.00	  0.09	  0.77
10	10.11	Srv	 BUSY	   0	  87	  86	   0	0.00	0.00	  0.00	  0.09	  0.76
10	10.21	OUT	 IDEL	   0	  87	  87	   0	0.00	0.11	  0.00	  0.09	  0.76
10	10.26	Srv	 BUSY	   0	  88	  87	   0	0.00	0.00	  0.00	  0.09	  0.75
10	10.27	Q	 BUSY	   1	  89	  87	   0	0.00	0.00	  0.00	  0.09	  0.75
10	10.30	Q	 BUSY	   2	  90	  87	   0	0.00	0.00	  0.00	  0.09	  0.76
10	10.33	OUT	 BUSY	   1	  90	  88	   0	0.00	0.06	  0.00	  0.08	  0.76
10	10.38	OUT	 BUSY	   0	  90	  89	   0	0.05	0.05	  0.00	  0.08	  0.75
10	10.44	Q	 BUSY	   1	  91	  89	   0	0.00	0.00	  0.00	  0.08	  0.75
10	10.49	OUT	 BUSY	   0	  91	  90	   0	0.08	0.11	  0.00	  0.08	  0.75
10	10.52	Q	 BUSY	   1	  92	  90	   0	0.00	0.00	  0.00	  0.08	  0.75
10	10.55	Q	 BUSY	   2	  93	  90	   0	0.00	0.00	  0.00	  0.08	  0.75
10	10.62	Q	 BUSY	   3	  94	  90	   0	0.00	0.00	  0.00	  0.08	  0.77
10	10.78	Q	 BUSY	   4	  95	  90	   0	0.00	0.00	  0.00	  0.08	  0.82
10	10.80	OUT	 BUSY	   3	  95	  91	   0	0.05	0.31	  0.00	  0.08	  0.82
10	10.86	OUT	 BUSY	   2	  95	  92	   0	0.28	0.06	  0.00	  0.09	  0.83
10	10.93	OUT	 BUSY	   1	  95	  93	   0	0.31	0.07	  0.00	  0.09	  0.83
10	10.96	Q	 BUSY	   2	  96	  93	   0	0.00	0.00	  0.00	  0.09	  0.83
10	11.00	Q	 BUSY	   3	  97	  93	   0	0.00	0.00	  0.00	  0.09	  0.84
10	11.04	Q	 BUSY	   4	  98	  93	   0	0.00	0.00	  0.00	  0.09	  0.85
10	11.08	OUT	 BUSY	   3	  98	  94	   0	0.31	0.14	  0.00	  0.09	  0.86
10	11.08	OUT	 BUSY	   2	  98	  95	   0	0.30	0.01	  0.00	  0.09	  0.86
10	11.25	OUT	 BUSY	   1	  98	  96	   0	0.13	0.17	  0.00	  0.09	  0.86
10	11.28	Q	 BUSY	   2	  99	  96	   0	0.00	0.00	  0.00	  0.09	  0.86
10	11.34	OUT	 BUSY	   1	  99	  97	   0	0.25	0.09	  0.00	  0.10	  0.86
10	11.47	OUT	 BUSY	   0	  99	  98	   0	0.30	0.14	  0.00	  0.10	  0.85
10	11.49	OUT	 IDEL	   0	  99	  99	   0	0.19	0.02	  0.00	  0.10	  0.85
10	11.52	Srv	 BUSY	   0	 100	  99	   0	0.00	0.00	  0.00	  0.10	  0.85
10	11.52	OUT	 IDEL	   0	 100	 100	   0	0.00	0.00	  0.00	  0.10	  0.85
10	11.53	Srv	 BUSY	   0	 101	 100	   0	0.00	0.00	  0.00	  0.10	  0.85
10	11.54	OUT	 IDEL	   0	 101	 101	   0	0.00	0.00	  0.00	  0.10	  0.85
10	11.58	Srv	 BUSY	   0	 102	 101	   0	0.00	0.00	  0.00	  0.10	  0.85
10	11.60	Q	 BUSY	   1	 103	 101	   0	0.00	0.00	  0.00	  0.10	  0.85
10	11.61	Q	 BUSY	   2	 104	 101	   0	0.00	0.00	  0.00	  0.10	  0.85
10	11.66	Q	 BUSY	   3	 105	 101	   0	0.00	0.00	  0.00	  0.10	  0.86
10	11.71	Q	 BUSY	   4	 106	 101	   0	0.00	0.00	  0.00	  0.10	  0.87
10	11.74	Q	 BUSY	   5	 107	 101	   0	0.00	0.00	  0.00	  0.10	  0.88
10	11.82	OUT	 BUSY	   4	 107	 102	   0	0.00	0.24	  0.00	  0.10	  0.90
10	11.85	OUT	 BUSY	   3	 107	 103	   0	0.22	0.03	  0.00	  0.10	  0.91
10	11.90	OUT	 BUSY	   2	 107	 104	   0	0.24	0.05	  0.00	  0.10	  0.91
10	11.97	OUT	 BUSY	   1	 107	 105	   0	0.23	0.08	  0.00	  0.10	  0.91
10	12.03	OUT	 BUSY	   0	 107	 106	   0	0.26	0.06	  0.00	  0.10	  0.91
10	12.06	OUT	 IDEL	   0	 107	 107	   0	0.29	0.03	  0.00	  0.10	  0.91
10	12.16	Srv	 BUSY	   0	 108	 107	   0	0.00	0.00	  0.00	  0.10	  0.90
10	12.16	OUT	 IDEL	   0	 108	 108	   0	0.00	0.00	  0.00	  0.10	  0.90
10	12.28	Srv	 BUSY	   0	 109	 108	   0	0.00	0.00	  0.00	  0.10	  0.89
10	12.32	OUT	 IDEL	   0	 109	 109	   0	0.00	0.04	  0.00	  0.10	  0.89
10	12.38	Srv	 BUSY	   0	 110	 109	   0	0.00	0.00	  0.00	  0.10	  0.88
10	12.40	Q	 BUSY	   1	 111	 109	   0	0.00	0.00	  0.00	  0.10	  0.88
10	12.44	OUT	 BUSY	   0	 111	 110	   0	0.00	0.06	  0.00	  0.10	  0.88
10	12.48	Q	 BUSY	   1	 112	 110	   0	0.00	0.00	  0.00	  0.10	  0.88
10	12.49	Q	 BUSY	   2	 113	 110	   0	0.00	0.00	  0.00	  0.10	  0.88
10	12.52	Q	 BUSY	   3	 114	 110	   0	0.00	0.00	  0.00	  0.10	  0.89
10	12.56	OUT	 BUSY	   2	 114	 111	   0	0.04	0.12	  0.00	  0.10	  0.89
10	12.58	Q	 BUSY	   3	 115	 111	   0	0.00	0.00	  0.00	  0.10	  0.89
10	12.62	OUT	 BUSY	   2	 115	 112	   0	0.08	0.07	  0.00	  0.10	  0.90
10	12.64	OUT	 BUSY	   1	 115	 113	   0	0.14	0.02	  0.00	  0.10	  0.90
10	12.75	OUT	 BUSY	   0	 115	 114	   0	0.12	0.11	  0.00	  0.10	  0.89
10	12.80	Q	 BUSY	   1	 116	 114	   0	0.00	0.00	  0.00	  0.10	  0.89
10	12.88	OUT	 BUSY	   0	 116	 115	   0	0.16	0.13	  0.00	  0.10	  0.89
10	12.96	OUT	 IDEL	   0	 116	 116	   0	0.08	0.08	  0.00	  0.10	  0.88
10	13.37	Srv	 BUSY	   0	 117	 116	   0	0.00	0.00	  0.00	  0.10	  0.85
10	13.38	OUT	 IDEL	   0	 117	 117	   0	0.00	0.01	  0.00	  0.10	  0.85
10	13.44	Srv	 BUSY	   0	 118	 117	   0	0.00	0.00	  0.00	  0.10	  0.85
10	13.46	OUT	 IDEL	   0	 118	 118	   0	0.00	0.01	  0.00	  0.10	  0.85
10	13.53	Srv	 BUSY	   0	 119	 118	   0	0.00	0.00	  0.00	  0.10	  0.84
10	13.57	Q	 BUSY	   1	 120	 118	   0	0.00	0.00	  0.00	  0.10	  0.84
10	13.59	Q	 BUSY	   2	 121	 118	   0	0.00	0.00	  0.00	  0.10	  0.85
10	13.65	Q	 BUSY	   3	 122	 118	   0	0.00	0.00	  0.00	  0.10	  0.85
10	13.72	Q	 BUSY	   4	 123	 118	   0	0.00	0.00	  0.00	  0.10	  0.87
10	13.75	OUT	 BUSY	   3	 123	 119	   0	0.00	0.22	  0.00	  0.10	  0.88
10	13.76	Q	 BUSY	   4	 124	 119	   0	0.00	0.00	  0.00	  0.10	  0.88
10	13.76	Q	 BUSY	   5	 125	 119	   0	0.00	0.00	  0.00	  0.10	  0.88
10	13.78	OUT	 BUSY	   4	 125	 120	   0	0.18	0.03	  0.00	  0.10	  0.88
10	13.81	Q	 BUSY	   5	 126	 120	   0	0.00	0.00	  0.00	  0.10	  0.89
10	13.96	OUT	 BUSY	   4	 126	 121	   0	0.18	0.18	  0.00	  0.10	  0.92
10	13.97	OUT	 BUSY	   3	 126	 122	   0	0.31	0.01	  0.00	  0.10	  0.93
10	13.98	OUT	 BUSY	   2	 126	 123	   0	0.24	0.02	  0.00	  0.10	  0.93
10	14.05	Q	 BUSY	   3	 127	 123	   0	0.00	0.00	  0.00	  0.10	  0.94
10	14.06	Q	 BUSY	   4	 128	 123	   0	0.00	0.00	  0.00	  0.10	  0.94
10	14.19	OUT	 BUSY	   3	 128	 124	   0	0.23	0.21	  0.00	  0.10	  0.96
10	14.24	OUT	 BUSY	   2	 128	 125	   0	0.43	0.05	  0.00	  0.11	  0.96
10	14.47	OUT	 BUSY	   1	 128	 126	   0	0.43	0.23	  0.00	  0.11	  0.96
10	14.49	OUT	 BUSY	   0	 128	 127	   0	0.42	0.02	  0.00	  0.11	  0.96
10	14.51	Q	 BUSY	   1	 129	 127	   0	0.00	0.00	  0.00	  0.11	  0.96
10	14.53	Q	 BUSY	   2	 130	 127	   0	0.00	0.00	  0.00	  0.11	  0.96
10	14.56	Q	 BUSY	   3	 131	 127	   0	0.00	0.00	  0.00	  0.11	  0.97
10	14.57	Q	 BUSY	   4	 132	 127	   0	0.00	0.00	  0.00	  0.11	  0.97
10	14.60	Q	 BUSY	   5	 133	 127	   0	0.00	0.00	  0.00	  0.11	  0.98
10	14.61	OUT	 BUSY	   4	 133	 128	   0	0.43	0.12	  0.00	  0.11	  0.98
10	14.61	Q	 BUSY	   5	 134	 128	   0	0.00	0.00	  0.00	  0.11	  0.98
10	14.64	OUT	 BUSY	   4	 134	 129	   0	0.10	0.03	  0.00	  0.11	  0.98
10	14.64	Q	 BUSY	   5	 135	 129	   0	0.00	0.00	  0.00	  0.11	  0.99
10	14.67	Q	 BUSY	   6	 136	 129	   0	0.00	0.00	  0.00	  0.11	  1.00
10	14.68	OUT	 BUSY	   5	 136	 130	   0	0.10	0.04	  0.00	  0.11	  1.00
10	14.70	OUT	 BUSY	   4	 136	 131	   0	0.12	0.02	  0.00	  0.11	  1.00
10	14.71	OUT	 BUSY	   3	 136	 132	   0	0.14	0.01	  0.00	  0.11	  1.00
10	14.83	OUT	 BUSY	   2	 136	 133	   0	0.11	0.11	  0.00	  0.11	  1.01
10	14.84	OUT	 BUSY	   1	 136	 134	   0	0.22	0.02	  0.00	  0.11	  1.01
10	14.86	OUT	 BUSY	   0	 136	 135	   0	0.20	0.02	  0.00	  0.11	  1.01
10	14.90	OUT	 IDEL	   0	 136	 136	   0	0.19	0.03	  0.00	  0.12	  1.01
10	15.04	Srv	 BUSY	   0	 137	 136	   0	0.00	0.00	  0.00	  0.12	  1.00
10	15.10	Q	 BUSY	   1	 138	 136	   0	0.00	0.00	  0.00	  0.12	  1.00
10	15.14	Q	 BUSY	   2	 139	 136	   0	0.00	0.00	  0.00	  0.12	  1.00
